StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q43,Q6,Read,Read Justification,Read Rationale,Build,Build Justification,Build Rationale,Paint,Paint Justification,Paint Rationale,Talk,Talk Justification,Talk Rationale,Zerpie,Zerpie Justification,Zerpie Rationale,Learn,Learn Justification,Learn Rationale,Eat,Eat Justification,Eat Rationale,Dance,Dance Justification,Dance Rationale,Attention Check 1,Attention Check 2,Reflection,Age,Gender,Race,Language,PROLIFIC_PID,ExperimentalSession-Read_DO,ExperimentalSession-Build_DO,ExperimentalSession-Paint_DO,ExperimentalSession-Talk_DO,ExperimentalSession-Zerpie_DO,ExperimentalSession-Learn_DO,ExperimentalSession-Eat_DO,ExperimentalSession-Dance_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please enter your Prolific ID here:,Were you able to watch and listen to the video?,Which room should Ryan read a book in?,Why did you choose this room?,,Which room should Ryan build a tower in?,Why did you choose this room?,,Which room should Ryan paint a picture in?,Why did you choose this room?,,Which room should Ryan talk to his friend in?,Why did you choose this room?,,Which room should Ryan learn Zerpie in?,Why did you choose this room?,,Which room should Alex learn the letters of the alphabet in?,Why did you choose this room?,,Which room should Ryan eat lunch in?,Why did you choose this room?,,Which room should Ryan dance in?,Why did you choose this room?,,"Based on the following text, what would you say is your favorite animal? There are thousands of possible choices of favorite animals, and your favorite animal may or may not have made this list. Please select Fish so we know you are paying attention.",What is the name of the child in this game?,What do you think this study was about?,What is your age?,What is your gender?,What is your race?,What percentage of time to you speak/hear English?,PROLIFIC_PID,Experimental Session - Read - Display Order,Experimental Session - Build - Display Order,Experimental Session - Paint - Display Order,Experimental Session - Talk - Display Order,Experimental Session - Zerpie - Display Order,Experimental Session - Learn - Display Order,Experimental Session - Eat - Display Order,Experimental Session - Dance - Display Order
9/21/21 19:58,9/21/21 20:13,IP Address,108.31.51.69,100,932,True,9/21/21 20:13,R_2ZNWkAXAQDQ3HtE,,,,,38.88920593,-76.9417038,anonymous,EN,61464be7c85031268b683537,Yes,B,Room B is less noisy,1,B,Room B sounds like it is less crowded,1,B,Room B is less noisy,1,A,His friends will be able to hear him better without him having to scream in room A,1,B,He would be able to concentrate better in room B,1,B,He would be able to concentrate better in room B,1,A,Room A sounds more like a dining area,1,A,He would be able to hear his music better in room A,1,Fish,Ryan,It required good listening skill,30,Male,Caucasian/White,100%,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:56,9/21/21 20:13,IP Address,99.253.26.8,100,1020,True,9/21/21 20:13,R_1MLZVygushJhiNL,,,,,43.71369934,-79.5963974,anonymous,EN,5f3f2f810bc0852281ed9072,Yes,B,Very conducive and seems comfortable for reading. ,1,B,Seems like it's a room with other children the age of Ryan. He would find it interesting to do it with other kids.  ,1,B,It looks nice to me. ,3,B,"Looks like there are lots of kids in the room having friendly chats with their friends, Ryan can talk to a friend in that room.",1,A,Room B seems a little noisy and uncondusive to study in. ,1,B,Its less noisy and more conducive to learn than the other room. ,1,A,Nothing really.,6,A,Appears to me like a dancing class ,7,Fish,Ryan,No idea,24,Female,Caucasian/White,100,,Explanation|25|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:29,9/21/21 20:15,IP Address,96.19.71.192,100,2730,True,9/21/21 20:15,R_3O3nZCV6wAftCU7,,,,,42.55819702,-114.4658966,anonymous,EN,614784ab8b670775e7f1a82c,Yes,A,i did not intend to choose any because the video did not load,,B,i did not intend to choose any of the rooms because the video did not load,,A,the background noise from the room is sort of loud. i guess they are all just painting like ryan wants to. the background noise is louder than room b,1,B,their conversation would be more effective in room b because it quiet and both ryan and his friend would be able to hear each other. room a is noisy,1,B,the girl in room b said i can learn the language from her room,7,B,room b is more conducive for learning because it has lesser noise compared to room a,1,B,it sounded like there were more other kids like ryan eating lunch in room b,1,A,i heard background music playing from A ,1,Fish,Ryan,i think this study was about finding how we would react to different situations. i think this study is aimed at testing our various patterns of perceptions,33,Male,Native American,98%,,Explanation|20|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:03,9/21/21 20:15,IP Address,71.204.95.190,100,719,True,9/21/21 20:15,R_OcZulQUUb2Cuayt,,,,,34.24969482,-84.48940277,anonymous,EN,6126ec21199254d91ee97bc9,Yes,B,Quieter ,1,A,Sounds like blocks were in A,1,B,Yellow is happier,3,A,Quieter,1,B,Quieter,1,B,Quieter,1,A,Quieter,1,A,Louder,1,Fish,Ryan,Quiet vs loud environments for task completion. ,25,Non-binary / third gender,Caucasian/White,100%,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:10,9/21/21 20:17,IP Address,97.120.212.145,100,452,True,9/21/21 20:17,R_273uFkFEv9LUA0t,,,,,45.48039246,-122.5890961,anonymous,EN,60f1a96b4e2f7ec1abf805d5,Yes,B,Quieter. ,1,A,It sounded a little quieter than the other. ,1,B,They both sounded fun but this room was yellow and bright and felt inspiring. ,3,A,Sounds like it’d be a more fun environment to have casual conversation ,1,B,It was a little quieter. ,1,B,Quieter. ,1,B,It sounds more fun with other kids. ,1,A,Sounded a little more lively. The mom looked kind of wild and like she’d be fun. ,1,Fish,Ryan,Sounds ,30,Female,Caucasian/White,100,,Explanation|15|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:07,9/21/21 20:17,IP Address,172.115.160.110,100,639,True,9/21/21 20:18,R_AcbqfvhJrERXLoJ,,,,,33.92999268,-117.9477005,anonymous,EN,613ce5b8f6b58a9b9bb7c17b,Yes,B,Definitely B because the room sounded quieter and more conducive for reading,1,A,I would rather build a tower in the blue room as opposed to the red room,3,B,Maybe B will offer watercolor painting,7,B,B was a much quieter room for having a conversation,1,B,The wall color in room B was more soothing for concentrating on learning zerpie,3,B,Random choice,6,A,A offered the first invitation,8,B,Random choice.  Either room would work for dancing,6,Fish,Ryan,Showing people of different backgrounds/ethnicities and looking for preferences,53,Female,"African American/Black,Caucasian/White",100,,Explanation|15|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 20:06,9/21/21 20:18,IP Address,68.193.202.232,100,714,True,9/21/21 20:18,R_2q2ai0zDUrmggE9,,,,,40.83120728,-73.90670013,anonymous,EN,610778c5f3f42d70f2b567ac,Yes,B,it's quite and i can pay attention,1,A,the second room was too noisy ,1,A,it's quite ,1,A,it's quite and the other room is loud. ,1,B,it's quite,1,B,it's quite ,1,A,because she is muslim and i am also muslim,2,B,other people will join him,1,Fish,Ryan,to see which rooms we would chose in different situation,22,Female,African American/Black,100%,,Explanation|25|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:12,9/21/21 20:18,IP Address,128.54.189.209,100,399,True,9/21/21 20:18,R_2OZTdDD0p4AwfZg,,,,,32.85090637,-117.2722015,anonymous,EN,5f2b314888f11d54bc1590d5,Yes,B,it seems less rowdy,1,B,less kids to mess up his tower,1,B,it's quieter and easier to concentrate,1,A,idk i liked the wall color,3,B,it sounded quieter,1,B,it seemed quieter,1,A,i picked randomly because it doesn't really matter,6,A,the other room sounds chaotic,1,Fish,Ryan,rooms,26,Female,Asian American/Pacific Islander,100,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:04,9/21/21 20:19,IP Address,71.208.162.95,100,892,True,9/21/21 20:19,R_25WNGv1sxmVPoHP,,,,,26.69090271,-81.94830322,anonymous,EN,61137d43c41f1ce927e8cc01,Yes,A,It seemed a bit quieter than room B. ,1,A,"Again, I just gravitated towards it. I’m starting to think there’s a sort of bias in the first room I see. Unless one has a feature or something that captures my attention.",6,A,The woman’s outfit and appearance seemed quite artistic and contrasted well with the purple wallpaper. I feel like it’d be a creative environment for painting. ,4,A,I’m not really sure why. Both noise levels seemed around the same. I just gravitated towards that room.,6,A,"I’m honestly not entirely sure why. I think maybe there might be some internal prejudice at play if I’m honest, that the room with the typical looking white American girl wouldn’t be the best place to learn a foreign, rare language. ",2,B,I mostly just liked the orange wall paper. I think both women appeared intelligent. Both seemed to have the same noise level so my brain immediately just went to what visually seemed more appealing to me. ,3,A,I just gravitated towards the pale colors and thought the female character looked adorable. Not sure if that matters but it’s what made me gravitate towards it.,4,A,"Room A seems more loud, and boisterous. So it seems like the better option for dancing to music. ",1,Fish,Ryan,I think it’s likely about the automatic bias nature we all have. ,26,Female,Caucasian/White,85%,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:13,9/21/21 20:20,IP Address,24.118.25.104,100,370,True,9/21/21 20:20,R_1C3youpRZnREU8N,,,,,44.95089722,-93.33660126,anonymous,EN,6146896c628ef8ccdb2abf0a,Yes,B,i liked her hairstyle,4,B,she seemed more helpful and calmer,4,A,i liked her outfit better,4,B,she had a calmer voice,4,B,she seemed cooler,4,A,she was prettier,4,B,cool skirt,4,A,girl b had crazy eyes,4,Fish,Ryan,race?,25,Female,Caucasian/White,100,,Explanation|10|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:13,9/21/21 20:20,IP Address,208.44.156.42,100,431,True,9/21/21 20:20,R_7Wzm108ECc7wzuN,,,,,38.93609619,-92.30560303,anonymous,EN,61007f77e077b684a64c4816,Yes,A,Less noise to have in the background while he reads. ,1,A,it's quiet,1,B,He can have quiet when he works on his painting and he won't be bothered by any of the noise. ,1,B,it's quiet enough to have a conversation where they can both hear each other,1,A,He would have less distractions,1,A,I think he would have a better learning experience. ,6,A,It's quiet and not super loud. ,1,B,There won't be any other background noise and he can listen to just his music. ,1,Elephant,Ryan,Choosing which room Ryan should do his tasks in. ,19,Female,Caucasian/White,100%,,Explanation|5|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:13,9/21/21 20:21,IP Address,68.180.76.185,100,507,True,9/21/21 20:21,R_ugkK5D6Qz1vwirf,,,,,40.5092926,-88.98439789,anonymous,EN,60fe3266da6d49605464592c,Yes,B,It was quiet so he could focus on reading,1,B,"Sounds like the other room had children arguing, which isn't good for building",1,A,was a more calming environment ,1,A,Seemed a little quieter for him to talk to his friend,1,B,The quietest room to focus in,1,A,The woman seemed more helpful,4,A,Sounds like he can socialize and eat in room A,1,B,It was quite so he could hear the music better,1,Fish,Ryan,Level of noise with certain activities,22,Female,Caucasian/White,99%,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:12,9/21/21 20:21,IP Address,69.137.140.65,100,562,True,9/21/21 20:21,R_3RdubC3FsTopZHy,,,,,39.85400391,-75.70439911,anonymous,EN,6111268aa9426d65600b2069,Yes,A,quieter,1,A,they seem to be arguing in room b,1,B,its quieter and its peaceful to paint in a quiet setting,1,B,because you could interact with the other kids talking in that room,1,B,because i wanted to.,6,A,the room was quieter so he could focus and the lady looked nicer,1,A,i dont know both rooms seemed the same noise wise ,5,B,"there were more kids interacting in room b based on the noise level, and it would be a more fun environment to dance in",1,Fish,Ryan,maybe it had something to do with race idk,18,Female,Caucasian/White,99 percent,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:14,9/21/21 20:24,IP Address,189.203.29.43,100,570,True,9/21/21 20:24,R_1myZyXhtaCTX0Sl,,,,,19.44500732,-99.11440277,anonymous,EN,613d47720ea1c2c4e150ba43,Yes,B,Room B is quiet.,1,A,"There is a very loud adult in Room B, I don't like noisy spaces.",1,B,Room B is quieter. It should be easier to work in there.,1,A,Room A is slightly quieter.,1,A,Room A is quiet. B is noisy.,1,B,Room B is almost silent.,1,A,I think they're the same room,6,B,Honestly I didn't find a difference.,6,Fish,Ryan,Racial perception?,29,Male,"Caucasian/White,Hispanic/Latinx",60% of the time,,Explanation|15|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 20:07,9/21/21 20:24,IP Address,162.208.73.157,100,1015,True,9/21/21 20:24,R_Z7tjz2WXZ5cQcVP,,,,,42.45629883,-74.24199677,anonymous,EN,61494cc957cbd7cf9b5ee2e2,Yes,A,There was less noise in the first room,1,A,There were few people in room A,1,A,There seemed to be less people in room a than room b,1,B,It seemed quiet and peaceful,1,B,There was little to no noise in Room B,1,B,Room B felt more comfortable,7,A,Seemed a little more peaceful than the other room,1,A,Room A seemed to have more people. it would be fun to dance there.,1,Fish,Ryan,How we take decisions based on how quiet or noisy a place is.,19,Male,African American/Black,90,,Explanation|10|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:10,9/21/21 20:24,IP Address,201.141.18.233,100,824,True,9/21/21 20:24,R_3RmwRep8bVUVrOG,,,,,19.54119873,-99.16660309,anonymous,EN,613aa7b98f3d94f2d830bbe7,Yes,A,Ryan will be able to concentrate more in this quieter room.,1,A,Because II think Ryan would like the color of this room (blue) more.,3,A,The girl's outfit is more creative. Artist tend to be more colorful and quirky.,4,B,The girl in this room seems to be around Ryan's age.,4,A,It seems more fun due to the noise of all the other children in the room.,1,A,the teacher seemed a bit more dressed for a classroom setting,4,B,"Again, children talking seems to indicate a relaxed environment where children can eat and socialise. ",1,B,The woman looks like she could possibly teach some sort of dance.,4,Fish,Ryan,About stereotypes perhaps ,24,Female,Hispanic/Latinx,80%,,Explanation|10|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:17,9/21/21 20:26,IP Address,98.244.54.15,100,521,True,9/21/21 20:26,R_3fvCTBqgzL08gsn,,,,,38.55589294,-121.7391052,anonymous,EN,6147babd8701dfec05aedb9a,Yes,B,Because that is the room Ryan was told he could read a book in.,7,A,Because room A looks nicer.,3,A,Ryan was told he could paint a picture in both Room A and Room B.,6,B,I like the blue walls in Room B more than pink walls in Room A.,3,A,Because Ryan was told he could learn Zerpie in Room A.,7,A,Because it seems quieter and easier to learn.,1,B,Because there seems like lots of kids talking and friends to talk to.,1,B,It seems quieter ,1,Fish,Ryan,If race and other physical attributes would influence how I felt about a particular scenario/person.,30,Male,Caucasian/White,100,,Explanation|5|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:21,9/21/21 20:27,IP Address,24.116.103.42,100,408,True,9/21/21 20:27,R_2ydCEPNj15RdUg8,,,,,40.19549561,-92.58920288,anonymous,EN,6105cbc62010ee864b51ec05,Yes,B,because it was quiet,1,A,I heard blocks being played with,1,A,the room seemed more calm,1,A,it was quieter so he could hear his friend better,1,A,it was more quiet,1,A,it was quieter so he could focus more on learning,1,A,it seemed quieter,1,B,there was more noise,1,Fish,Ryan,distractions and noise,20,Female,Caucasian/White,100,,Explanation|25|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:18,9/21/21 20:28,IP Address,98.149.140.43,100,606,True,9/21/21 20:28,R_3KOD10Ed0tZ2TeW,,,,,33.88400269,-117.894104,anonymous,EN,610853e55d21fbbba755986e,Yes,A,It is quieter,1,A,I prefer blue over red. I would hate to be in a red room.,3,B,It is quieter.,1,A,It is quieter.,1,A,It is quieter.,1,A,It is quieter.,1,A,It is quieter.,1,A,"It sounds like it has more people in it, which may be more fun for dancing.",1,Fish,Ryan,It seems really subjective - maybe about whether children prefer loud or peaceful environments,31,Female,Caucasian/White,90,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:20,9/21/21 20:28,IP Address,173.169.46.192,100,492,True,9/21/21 20:28,R_30vPZK7s0samHVw,,,,,28.01170349,-82.58200073,anonymous,EN,61083d12d8c72b16cb135a6b,Yes,A,"Unsure why, just seemed right",5,B,Looked like more fun in room B,7,A,"Girl seemed friendlier, nicer",4,B,SOunded like there were more people to talk to in room B,1,B,More people in there to interact and learn with. Girl seemed friendlier,1,A,"Not sure, just seemed right",6,A,Girl had prettier colored clothes,4,B,Girl in room A was honestly terrifying,4,Fish,Ryan,Bias and perception. Maybe reaction to color studies as room color changed frequently,25,Female,"Caucasian/White,Native American",100,,Explanation|5|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:09,9/21/21 20:29,IP Address,73.221.17.52,100,1189,True,9/21/21 20:29,R_RJHqEiWvG4CnNmN,,,,,47.10159302,-123.0590973,anonymous,EN,614a20134ad2e24f359a1b67,Yes,A,They seemed similar but room A was quieter and it's easier to read when it's quiet,1,A,Room A sounded like more kids were playing,1,B,Room B sounded moderately louder and a better place to paint. ,1,B,The voices were quieter in room B,1,B,The second room because it was quieter and a better place to study.,1,B,The room was quieter and a better place to learn.,1,B,The room was louder and there was more social activity happening ,1,A,"Room A was louder and a better place to dance, similar to a dancing club.",1,Fish,Ryan,How sound volume etermine whether an activity is proper,30,Male,Caucasian/White,100,,Explanation|5|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:24,9/21/21 20:30,IP Address,97.71.150.19,100,368,True,9/21/21 20:30,R_1f76wNAUl5g4I4j,,,,,28.54359436,-81.37380219,anonymous,EN,614649d6bb4221cc0376d09b,Yes,B,I liked the color on the wall,3,B,They both look scary but Room B seemed less intense,7,B,I liked the color of room B,3,B,Room B felt kinder,7,A,I liked her dress,4,B,The lady in room A seemed creepy,4,A,She opened the door first,8,A,She looks like my girlfriend,4,Cat,Ryan,Appearance ,18,Male,Caucasian/White,100%,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:24,9/21/21 20:32,IP Address,76.114.109.68,100,444,True,9/21/21 20:32,R_1HotMGGhETjZvIv,,,,,37.6875,-85.87470245,anonymous,EN,61422ddf29bfe1c002aa21b1,Yes,A,"slightly quieter than B, but not by much",1,A,"sounds like less people, probably more room to build",1,A,seems less chaotic in general,1,A,"it seemed like more people were talking in that room, so it wouldn't bother other quiet people",1,B,it was quieter,1,B,"seems like better learning environment, less clanging",1,B,"people are still talking, but you can probably hear better/have better conversation",1,B,might not be able to hear the music in room a,1,Fish,Ryan,people's reactions to noise levels,23,Female,Caucasian/White,100,,Explanation|5|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 20:22,9/21/21 20:32,IP Address,70.251.209.7,100,643,True,9/21/21 20:32,R_20ZlIN0Y1o7Fdcq,,,,,33.78379822,-84.44550323,anonymous,EN,5effd81810c0620ca6f3fa17,Yes,A,"Quieter, more calm",1,B,"Quieter, less busy",1,A,Girl seemed nicer,4,B,Unsure? Calmer?,5,A,"Less chaotic, loud",1,B,Seemed like a teacher,4,A,Quieter,1,A,More welcoming?,7,Fish,Ryan,Judging based on appearance and sounds,27,Female,Caucasian/White,100%,,Explanation|10|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 20:20,9/21/21 20:33,IP Address,73.86.135.98,100,738,True,9/21/21 20:33,R_3Mni9ALkdECpvOd,,,,,39.28909302,-76.5582962,anonymous,EN,6111679abce062ce2212f753,Yes,B,"Room B is quieter than room A. when reading a book, it is better when there is not many distractions",1,B,Room B is louder which might mean more kids to help him build a tower ,1,B,Room B is quieter than room A. It might be easier to concentrate on the paining with less noise,1,A,It might be easier for them to hear Ryan in a quieter room ,1,A,Room A is quieter so it will be easier to concentrate when trying to learn a new language  ,1,B,When learning it is easier to concentrate when it is quieter ,1,A,It was quieter than the other room ,1,B,Room B seems to have more going on which might mean more people to dance with and have fun,1,Dog,Ryan,sound distractions ,24,Female,Caucasian/White,100,,Explanation|15|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:19,9/21/21 20:33,IP Address,70.171.225.72,100,811,True,9/21/21 20:33,R_2QLgBb7ESOqopJA,,,,,33.60960388,-112.3253021,anonymous,EN,613fc9cd78a6a10878fd3b6d,Yes,B,I chose room B for Ryan to read in because it was quiet and would allowed him to focus more. ,1,B,I chose this room because it was quiet and sounded like a place where Ryan could build blocks without being interrupted or having his work destroyed. ,1,A,"This room sounds like a place where children, Ryan, could go to paint. ",1,A,I chose the room A because it sounded like a place where the children could speak freely and loudly without worrying about being too loud.,1,A,I chose room A because once again it was quiet enough of an environment to learn his friends language without being distracted by other children/noises.,1,A,Because this room is free of loud distractions and noises.,1,B,It sounds like a cafeteria where children are allowed to be loud and eat their food freely. ,1,B,I chose room B because it was a loud place where Ryan can dance freely without being told to quiet down. ,1,Fish,Ryan,Helping decide what environments would be better fit for children to do certain things in. ,19,Female,African American/Black,100% ,,Explanation|25|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 20:23,9/21/21 20:33,IP Address,12.69.182.235,100,610,True,9/21/21 20:33,R_8AKB4RO4qC772CZ,,,,,41.72839355,-86.24440002,anonymous,EN,6138bb4f243e094d50e44335,Yes,A,It was quieter so it will be easier to focus and read ,1,B,The kids in the background sounded more civil so they would be less likely to knock over the tower,1,B,There was hardly any noise in room B so the kids seem like they are focusing on painting which would be more productive for everyone,1,A,Room a is quieter and I think it's always better to talk to someone in a quieter setting so you can hear them and be more present in the conversation,1,B,Because it seemed quieter and I know whenever I've been in a language classroom it's always really annoying and difficult to properly talk when it's super loud in there. ,1,B,"Again, it was quieter so i think it would be easier to learn in. ",1,B,"B sounded a little more inviting, like it would be less awkward to walk into that room because it's not so quiet so it probably wouldn't be as noticeable if you walked in",1,B,The room is noisier and better for music so dancing would be better in that room ,1,Fish,Ryan,Decision making and why we do it,21,Female,Caucasian/White,100%,,Explanation|10|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
